id,region,municipality,settlement,type,oktmo
35924,Рязанская область,Рыбновский район,Аблово,д,61627424136
35925,Рязанская область,Ряжский район,Новое Еголдаево,с,61630415111
35934,Рязанская область,Сараевский район,Калиновка,д,61640403136
36018,Рязанская область,Сараевский район,Кривское,с,61640436101
36026,Рязанская область,Кораблинский район,Приянки,д,61612424151
36043,Рязанская область,Шацкий район,Козино,д,61656454191
36159,Рязанская область,Рязанский район,Сажнево,д,61634475211
36313,Рязанская область,Рязанский район,Взметнево,д,61634495161
36485,Рязанская область,Ермишинский район,Савватьма,с,61602440101
36501,Рязанская область,Чучковский район,Пузос,с,61653440111
36515,Рязанская область,Александро-Невский район,Дмитриевка,д,61620405146
36717,Рязанская область,Старожиловский район,Малая Кременевка,д,61648438131
36775,Рязанская область,Шиловский район,Мосолово,с,61658448101
36789,Рязанская область,Касимовский район,Пустынь,с,61608424111
36829,Рязанская область,Скопинский район,Городецкое,с,61644496111
36915,Рязанская область,Захаровский район,Пупкино,д,61604465121
36927,Рязанская область,Михайловский район,Лубянка,д,61617457111
37002,Рязанская область,Ухоловский район,Красный,п,61650430106
37019,Рязанская область,Шацкий район,Райполье,с,61656454106
37028,Рязанская область,Путятинский район,Новая Деревня,п,61626403136
37045,Рязанская область,Кораблинский район,Чигасово,д,61612428126
37047,Рязанская область,Захаровский район,Дербень,д,61604465126
37285,Рязанская область,Пронский район,Выропаево,д,61625405136
37289,Рязанская область,Скопинский район,Муравлянка,с,61644415151
37302,Рязанская область,Ермишинский район,Тонкачево,д,61602440136
37354,Рязанская область,Клепиковский район,Лихунино,с,61610403131
37363,Рязанская область,Ермишинский район,Большое Ляхово,с,61602405106
37437,Рязанская область,Кораблинский район,Асаново,д,61612448156
37500,Рязанская область,Пителинский район,Кононовка,д,61623420121
37608,Рязанская область,Рязанский район,Жуково,д,61634478126
37722,Рязанская область,Ермишинский район,Надежка,с,61602430101
37730,Рязанская область,Скопинский район,Новобараково,с,61644496131
37734,Рязанская область,Шиловский район,Краснохолмские Выселки,п,61658430156
37800,Рязанская область,Ряжский район,Хмелевое,с,61630420156
37846,Рязанская область,Пронский район,Семенск,с,61625445111
37849,Рязанская область,Спасский район,Добрянка,д,61646458116
37938,Рязанская область,Рыбновский район,Чешуево,с,61627416116
38163,Рязанская область,Касимовский район,Высоково,д,61608442131
38187,Рязанская область,Пронский район,Студенец,д,61625455151
38191,Рязанская область,Пителинский район,Андреевка,д,61623450156
38301,Рязанская область,Скопинский район,Гореловка,д,61644496201
38338,Рязанская область,Скопинский район,Клекотки,с,61644415161
38384,Рязанская область,Ухоловский район,Пушкино,с,61650440121
38401,Рязанская область,Клепиковский район,Анциферово,д,61610415186
38430,Рязанская область,Сасовский район,Перша,п,61642408126
38565,Рязанская область,Чучковский район,Фролово,с,61653420121
38616,Рязанская область,Рыбновский район,Данилово,д,61627436116
38646,Рязанская область,Ермишинский район,Данилово,д,61602405126
38648,Рязанская область,Ухоловский район,Ялта,п,61650450171
38701,Рязанская область,Кадомский район,Четово,с,61606410106
38728,Рязанская область,Шацкий район,Лесное Конобеево,с,61656445101
38760,Рязанская область,Шацкий район,Желанное,с,61656418101
38851,Рязанская область,Скопинский район,Хворощевка,с,61644154146
38921,Рязанская область,Шацкий район,Николаевка,д,61656439136
38939,Рязанская область,Захаровский район,Байдики,с,61604412126
39083,Рязанская область,Рязанский район,Лесохим,п,61634436131
39157,Рязанская область,Пронский район,Филимоново,д,61625405176
39164,Рязанская область,Клепиковский район,Соломино,д,61610475131
39188,Рязанская область,Старожиловский район,Новоселки,д,61648151136
39205,Рязанская область,Захаровский район,Малое Коровино,д,61604415136
39216,Рязанская область,Касимовский район,Сабурово,с,61608456126
39229,Рязанская область,Ряжский район,Ратманово,с,61630405126
39240,Рязанская область,Захаровский район,Зачесловка,д,61604415151
39266,Рязанская область,Клепиковский район,Ново-Александровка,д,61610403176
39338,Рязанская область,Спасский район,Дорофеево,с,61646498126
39345,Рязанская область,Сараевский район,Козловка,д,61640481121
39360,Рязанская область,Сапожковский район,Курган,д,61637151146
39380,Рязанская область,Путятинский район,Береговое,с,61626406101
39388,Рязанская область,Касимовский район,Степаново,д,61608418121
39463,Рязанская область,Рязанский район,Ялино,д,61634485191
39577,Рязанская область,Касимовский район,Чуликса,д,61608154116
39610,Рязанская область,Кораблинский район,Троица,с,61612464111
39612,Рязанская область,Путятинский район,Агрокультура,п,61626412136
39689,Рязанская область,Клепиковский район,Порошино,д,61610472206
39889,Рязанская область,Касимовский район,Выропаево,д,61608421141
39890,Рязанская область,Рыбновский район,Свистово,д,61627404151
39897,Рязанская область,Спасский район,Никитино,д,61646452121
39911,Рязанская область,Шиловский район,Тимошкино,с,61658481101
39951,Рязанская область,Рязанский район,Новоселки,п,61634430106
39985,Рязанская область,Клепиковский район,Симоново,д,61610421141
40142,Рязанская область,Михайловский район,Виленка,с,61617406101
40158,Рязанская область,Ухоловский район,Покровское,с,61650450106
40196,Рязанская область,Кадомский район,Савино,д,61606405146
40251,Рязанская область,Пителинский район,Гридино,с,61623425111
40349,Рязанская область,Пителинский район,Знаменка,д,61623450141
40361,Рязанская область,Пронский район,Добрая Слобода,д,61625435121
40365,Рязанская область,Чучковский район,Красноармейский,п,61653405146
40382,Рязанская область,Клепиковский район,Чащино,д,61610403216
40479,Рязанская область,Пителинский район,Беседки,д,61623450121
40500,Рязанская область,Пителинский район,Обухово,д,61623435151
40526,Рязанская область,Старожиловский район,Хламово,с,61648420121
40540,Рязанская область,Старожиловский район,Енинское,д,61648151181
40606,Рязанская область,Клепиковский район,Бычково,д,61610421111
40607,Рязанская область,Михайловский район,Иваньково,д,61617415206
40632,Рязанская область,Сараевский район,Ремизово 1-я,д,61640451156
40641,Рязанская область,Старожиловский район,Табатеровка,д,61648438161
40644,Рязанская область,Клепиковский район,Макарово,д,61610451171
40649,Рязанская область,Спасский район,Губкино,с,61646485121
40752,Рязанская область,Рязанский район,Ялтуново,д,61634475146
40817,Рязанская область,Пронский район,Горохово,д,61625445116
40960,Рязанская область,Александро-Невский район,Александровка,д,61620460151
40985,Рязанская область,Рязанский район,Ульяновка,д,61634498146
41064,Рязанская область,Ермишинский район,Рязанка,д,61602430176
41075,Рязанская область,Чучковский район,Илюшкино,д,61653440146
41138,Рязанская область,Кораблинский район,Ключ,с,61612428101
41143,Рязанская область,Кадомский район,Восход,с,61606405101
41168,Рязанская область,Сараевский район,Заря,п,61640403181
41245,Рязанская область,Захаровский район,Новое Пронинское,д,61604465151
41400,Рязанская область,Касимовский район,Селищи,с,61608406166
41426,Рязанская область,Старожиловский район,Хрущево-Тырново,д,61648151206
41427,Рязанская область,Касимовский район,Поздняково,д,61608462151
41462,Рязанская область,Милославский район,Шишкино,д,61615422211
41496,Рязанская область,Александро-Невский район,Ново-Сергиевка,с,61620450116
41612,Рязанская область,Сараевский район,Островка,с,61640424106
41614,Рязанская область,Клепиковский район,Радино,д,61610418176
41677,Рязанская область,Сараевский район,Боголюбовка,д,61640451171
41820,Рязанская область,Пителинский район,Пителино,рп,61623151051
41837,Рязанская область,Ермишинский район,Сергеевка,д,61602430181
41883,Рязанская область,Михайловский район,Киндяково,д,61617412116
41918,Рязанская область,Александро-Невский район,Николаевка,д,61620405161
41926,Рязанская область,Касимовский район,Шепелево,д,61608474131
41991,Рязанская область,Путятинский район,Тырница,п,61626412126
42012,Рязанская область,Милославский район,Подкидышево,д,61615428146
42037,Рязанская область,Скопинский район,Кушуново,с,61644412111
42068,Рязанская область,Захаровский район,Большое Коровино,с,61604415101
42100,Рязанская область,Захаровский район,Летники,д,61604415186
42149,Рязанская область,Сапожковский район,Кривель,с,61637405111
42204,Рязанская область,Ряжский район,Большая Алешня,с,61630405101
42210,Рязанская область,Сараевский район,Пристань,п,61640472136
42213,Рязанская область,Клепиковский район,Васильево,д,61610487276
42238,Рязанская область,Кораблинский район,Владимировка,д,61612408136
42435,Рязанская область,Кораблинский район,Семион,с,61612448111
42437,Рязанская область,Рязанский район,Кельцы,д,61634436156
42526,Рязанская область,Касимовский район,Самуиловка,д,61608412141
42531,Рязанская область,Рязанский район,Подвязье,с,61634478101
42544,Рязанская область,Касимовский район,Волчкарь,д,61608480121
42621,Рязанская область,Михайловский район,Поздное,с,61617418111
42637,Рязанская область,Шиловский район,Симакино,д,61658475121
42672,Рязанская область,Скопинский район,Дымово-Волконское,с,61644496116
42746,Рязанская область,Шиловский район,Лубонос,с,61658445111
42747,Рязанская область,Шацкий район,Лесная Поляна,п,61656448101
42833,Рязанская область,Сасовский район,Красный,п,61642464116
42834,Рязанская область,Рыбновский район,Городище,с,61627472106
42995,Рязанская область,Сасовский район,Восход,д,61642463136
43055,Рязанская область,Сасовский район,Декабристы,п,61642470106
43100,Рязанская область,Скопинский район,Московка,д,61644496171
43114,Рязанская область,Кораблинский район,Светозаровка,д,61612448146
43154,Рязанская область,Скопинский район,Катино,с,61644415166
43176,Рязанская область,Путятинский район,Мясной,п,61626406141
43211,Рязанская область,Старожиловский район,Большие Поляны,с,61648438116
43248,Рязанская область,Клепиковский район,Сусово,д,61610421166
43254,Рязанская область,Милославский район,Чибезы,д,61615412171
43256,Рязанская область,Касимовский район,Неклюдово,д,61608459131
43372,Рязанская область,Клепиковский район,Барснево,с,61610421216
43489,Рязанская область,Михайловский район,Грязное,с,61617418101
43501,Рязанская область,Сараевский район,Андриановка,д,61640403111
43538,Рязанская область,Кораблинский район,Павловка,д,61612448176
43561,Рязанская область,Скопинский район,Летово,д,61644412141
43663,Рязанская область,Касимовский район,Самышка,д,61608424121
43700,Рязанская область,Сараевский район,Протасьевка,д,61640451131
43703,Рязанская область,Кораблинский район,Ковалинка,д,61612432101
43708,Рязанская область,Милославский район,Гаи,д,61615432131
43768,Рязанская область,Михайловский район,Красное,д,61617421111
43797,Рязанская область,Шацкий район,Свеженькая,п,61656493136
43971,Рязанская область,Кораблинский район,Прибытки,д,61612408166
44101,Рязанская область,Скопинский район,Корневое,с,61644445101
44111,Рязанская область,Шацкий район,Черная Слобода,с,61656484101
44179,Рязанская область,Старожиловский район,Татаркино,д,61648440161
44204,Рязанская область,Рязанский район,Мурмино,п,61634401101
44211,Рязанская область,Кадомский район,Большая Пановка,д,61606420126
44263,Рязанская область,Касимовский район,Балушевы Починки,с,61608462171
44335,Рязанская область,Александро-Невский район,Добрая Надежда,д,61620410111
44443,Рязанская область,Рязанский район,Заокское,с,61634439101
44480,Рязанская область,Касимовский район,Беркеево,д,61608406106
44639,Рязанская область,Шацкий район,Новософьино,с,61656415106
44729,Рязанская область,Скопинский район,Осиново-Шилово,п,61644445131
44786,Рязанская область,Шацкий район,Парсаты,д,61656451111
44802,Рязанская область,Кораблинский район,Демьяново,д,61612428141
44873,Рязанская область,Сасовский район,Верхне-Никольское,д,61642463131
44901,Рязанская область,Пителинский район,Искра,п,61623425166
44945,Рязанская область,Ухоловский район,Борисовка,д,61650450121
44957,Рязанская область,Рязанский район,Агро-Пустынь,с,61634436106
44988,Рязанская область,Михайловский район,Покровское-2,с,61617412111
44992,Рязанская область,Клепиковский район,Мордвиново,д,61610421131
45001,Рязанская область,Сасовский район,Берестянки,с,61642408101
45024,Рязанская область,Милославский район,Богородицкое,с,61615408101
45046,Рязанская область,Шиловский район,Лунино,с,61658430121
45080,Рязанская область,Рыбновский район,Елизаветинка,д,61627424146
45100,Рязанская область,Касимовский район,Ерденево,д,61608462126
45133,Рязанская область,Кадомский район,Новая Галаховка,д,61606420191
45142,Рязанская область,Кадомский район,Будаево,д,61606405151
45265,Рязанская область,Касимовский район,Марсевский,п,61608156116
45359,Рязанская область,Касимовский район,Анатольевка,д,61608480106
45362,Рязанская область,Рязанский район,Свобода,п,61634475166
45381,Рязанская область,Ухоловский район,Березники,п,61650450146
45536,Рязанская область,Шиловский район,Сельцо-Сергиевка,д,61658436111
45549,Рязанская область,Сасовский район,Сасовский,п,61642424151
45611,Рязанская область,Скопинский район,Петрушино,с,61644415141
45632,Рязанская область,Ряжский район,Большое Самарино,с,61630405106
45658,Рязанская область,Шацкий район,Славка,д,61656448146
45724,Рязанская область,Ермишинский район,Вороновка,д,61602405116
45802,Рязанская область,Милославский район,Хорошевка,д,61615412166
45873,Рязанская область,Спасский район,Ясаковские Выселки,д,61646493126
45981,Рязанская область,Сасовский район,Лесные Цветы,д,61642464181
45999,Рязанская область,Рязанский район,Совхоза Рязанский,п,61634498
46006,Рязанская область,Милославский район,Рано-Верхи,д,61615444186
46041,Рязанская область,Город Скопин,Старые Кельцы,с,61715000111
46111,Рязанская область,Михайловский район,Конуры,д,61617415236
46188,Рязанская область,Михайловский район,Новое Киркино,с,61617418186
46229,Рязанская область,Старожиловский район,Двойники,д,61648151176
46317,Рязанская область,Александро-Невский район,Нива,п,61620410201
46348,Рязанская область,Шацкий район,Красный Городок,п,61656454236
46351,Рязанская область,Кадомский район,Желаево,д,61606410146
46400,Рязанская область,Сараевский район,Красивка,д,61640412141
46488,Рязанская область,Касимовский район,Чернецы,д,61608412151
46604,Рязанская область,Сараевский район,Романовка,д,61640403151
46681,Рязанская область,Сасовский район,Пионерская Роща,п,61642408121
46701,Рязанская область,Рязанский район,Бурмино,д,61634485131
46776,Рязанская область,Спасский район,Засечье,с,61646452106
46864,Рязанская область,Скопинский район,Лазинка,п/ст,61644430121
46940,Рязанская область,Клепиковский район,Батыково,д,61610487116
46941,Рязанская область,Рязанский район,Земенки,д,61634498126
47002,Рязанская область,Клепиковский район,Верещугино,д,61610472251
47008,Рязанская область,Касимовский район,Красная Нива,п,61608154121
47060,Рязанская область,Клепиковский район,Прудки,с,61610487341
47113,Рязанская область,Михайловский район,Костыли,д,61617467116
47131,Рязанская область,Шиловский район,Шемякино,д,61658445166
47145,Рязанская область,Ряжский район,Свет,п,61630405206
47207,Рязанская область,Пителинский район,Яр-Пятницкий,х,61623420146
47252,Рязанская область,Касимовский район,Арполово,д,61608421111
47279,Рязанская область,Кораблинский район,Грачевка,д,61612432106
47458,Рязанская область,Александро-Невский район,Лапотские Выселки,д,61620445146
47469,Рязанская область,Шиловский район,Терехово,с,61658436121
47481,Рязанская область,Ермишинский район,Алехино,д,61602430116
47526,Рязанская область,Кораблинский район,Хмелевое,д,61612464171
47558,Рязанская область,Клепиковский район,Борисово,д,61610451161
47576,Рязанская область,Сараевский район,Сараи,рп,61640151051
47588,Рязанская область,Касимовский район,Дворики,д,61608433131
47657,Рязанская область,Михайловский район,Дмитриевка,д,61617415141
47708,Рязанская область,Спасский район,Агламазово,д,61646473131
47788,Рязанская область,Милославский район,Савинка,д,61615444171
47870,Рязанская область,Рыбновский район,Сельцы,с,61627460101
47898,Рязанская область,Шиловский район,Красный,п,61658481111
48037,Рязанская область,Путятинский район,Культура,п,61626424211
48044,Рязанская область,Кораблинский район,Кипчаково,с,61612424101
48054,Рязанская область,Сапожковский район,Плосское,д,61637410166
48083,Рязанская область,Спасский район,Станции Тысья,п,61646485136
48085,Рязанская область,Ермишинский район,Лебяжий Бор,п,61602435136
48121,Рязанская область,Кадомский район,Никиткино,д,61606405141
48140,Рязанская область,Клепиковский район,Подгорье,д,61610451181
48176,Рязанская область,Рязанский район,Дьяконово,д,61634495176
48186,Рязанская область,Рязанский район,Передельцы,п,61634436136
48224,Рязанская область,Касимовский район,Макеенки,д,61608459121
48267,Рязанская область,Ряжский район,Турово,с,61630405131
48321,Рязанская область,Александро-Невский район,Красное Знамя,с,61620445106
48327,Рязанская область,Кораблинский район,Первомайский,п,61612464146
48334,Рязанская область,Чучковский район,Старо-Пластиково,с,61653435106
48457,Рязанская область,Шиловский район,Дубровка,с,61658484106
48532,Рязанская область,Шиловский район,Тырново,с,61658484101
48541,Рязанская область,Клепиковский район,Парфеново,д,61610472201
48557,Рязанская область,Пителинский район,Синюхино,д,61623450161
48602,Рязанская область,Шиловский район,Акулово,д,61658484111
48646,Рязанская область,Старожиловский район,Налескино,д,61648151201
48652,Рязанская область,Кадомский район,Новые Починки,д,61606410166
48653,Рязанская область,Чучковский район,Зеленый Курган,д,61653435111
48679,Рязанская область,Шацкий район,Кормилица,д,61656439131
48709,Рязанская область,Клепиковский район,Акулово,д,61610403221
48726,Рязанская область,Михайловский район,Сухотино,д,61617415251
48772,Рязанская область,Клепиковский район,Каверино,д,61610472146
48827,Рязанская область,Шиловский район,Сергиевка-2,д,61658403146
48969,Рязанская область,Клепиковский район,Быково,д,61610472246
49008,Рязанская область,Рязанский район,Шевердиновка,д,61634460136
49113,Рязанская область,Рыбновский район,Крупники,с,61627476181
49149,Рязанская область,Милославский район,Данилово,д,61615472136
49152,Рязанская область,Михайловский район,Стубле,с,61617448106
49158,Рязанская область,Путятинский район,Песочня,с,61626432101
49190,Рязанская область,Сараевский район,Большие Можары,с,61640442106
49292,Рязанская область,Касимовский район,Новляны,д,61608453136
49310,Рязанская область,Пителинский район,Соколово,д,61623435146
49380,Рязанская область,Рязанский район,Шахово,д,61634485176
49426,Рязанская область,Шацкий район,Львовка,д,61656433121
49484,Рязанская область,Скопинский район,Галино,д,61644488191
49486,Рязанская область,Сараевский район,Привокзальный,п,61640430176
49495,Рязанская область,Шиловский район,Сергиевка-1,д,61658403141
49524,Рязанская область,Клепиковский район,Черное,д,61610487256
49531,Рязанская область,Ряжский район,Старое Еголдаево,д,61630415116
49532,Рязанская область,Рязанский район,Ровное,д,61634495151
49607,Рязанская область,Клепиковский район,Федино,д,61610418206
49691,Рязанская область,Александро-Невский район,Студенки,с,61620405106
49732,Рязанская область,Пителинский район,Ермо-Николаевка,с,61623420101
49794,Рязанская область,Шацкий район,Тарадеи,с,61656454166
49939,Рязанская область,Милославский район,Поплевино,д,61615422196
50119,Рязанская область,Михайловский район,Кораблинка,д,61617415151
50169,Рязанская область,Рязанский район,Отводное,д,61634436161
50189,Рязанская область,Спасский район,Малышево,с,61646409116
50240,Рязанская область,Сапожковский район,Морозовы-Борки,с,61637430101
50379,Рязанская область,Рыбновский район,Истобники,с,61627424101
50407,Рязанская область,Клепиковский район,Дунино,д,61610415176
50479,Рязанская область,Пителинский район,Климушинка,д,61623425131
50489,Рязанская область,Рыбновский район,Бойчицы,д,61627476226
50567,Рязанская область,Касимовский район,Гаврино,д,61608439121
50637,Рязанская область,Скопинский район,Алмазово,с,61644415126
50647,Рязанская область,Ухоловский район,Смолеевка,с,61650455101
50674,Рязанская область,Скопинский район,Купчая,д,61644415196
50777,Рязанская область,Скопинский район,Немерово,с,61644488106
50861,Рязанская область,Спасский район,Погори,д,61646409136
51013,Рязанская область,Милославский район,Пробуждение,п,61615422111
51064,Рязанская область,Клепиковский район,Мягково,д,61610403146
51140,Рязанская область,Сараевский район,Нижний Остров,д,61640481136
51167,Рязанская область,Рыбновский район,Бортники,д,61627476221
51238,Рязанская область,Захаровский район,Большое Фурсово,д,61604430131
51311,Рязанская область,Чучковский район,Назаровка,с,61653420111
51476,Рязанская область,Касимовский район,Крюково,д,61608442111
51498,Рязанская область,Клепиковский район,Култуки,д,61610448206
51531,Рязанская область,Пителинский район,Большие Прудищи,с,61623435131
51611,Рязанская область,Милославский район,Ивановщина,д,61615428156
51639,Рязанская область,Клепиковский район,Деево,д,61610472126
51650,Рязанская область,Пителинский район,Нестерово,с,61623425101
51674,Рязанская область,Путятинский район,Брусовая,д,61626424186
51706,Рязанская область,Рыбновский район,Качаново,д,61627476141
51740,Рязанская область,Сасовский район,Матвеевское,с,61642464136
51767,Рязанская область,Касимовский район,Пальчинки,д,61608453141
51839,Рязанская область,Михайловский район,Печерники,с,61617467161
51943,Рязанская область,Рязанский район,Шелудино 2,д,61634457151
51962,Рязанская область,Путятинский район,Поляки,с,61626406116
51967,Рязанская область,Рыбновский район,Путково,д,61627424161
51987,Рязанская область,Милославский район,Ольшанка,с,61615422141
52145,Рязанская область,Касимовский район,Подлипки,с,61608412111
52290,Рязанская область,Захаровский район,Гладкие Выселки,с,61604425111
52377,Рязанская область,Рыбновский район,Кривоносово,д,61627456116
52416,Рязанская область,Спасский район,Перкино,с,61646476101
52541,Рязанская область,Сасовский район,Новое Амесьево,д,61642466136
52621,Рязанская область,Михайловский район,Шамово,д,61617439111
52651,Рязанская область,Кораблинский район,Летогоща,п,61612464151
52701,Рязанская область,Милославский район,Озерки,с,61615408121
52749,Рязанская область,Шиловский район,Ирицы,с,61658436126
52777,Рязанская область,Шацкий район,Федоровка,д,61656406151
52864,Рязанская область,Старожиловский район,Тарасово,д,61648440166
52904,Рязанская область,Старожиловский район,Ершово,д,61648460101
52915,Рязанская область,Александро-Невский район,Курган,п,61620410166
52948,Рязанская область,Сапожковский район,Фабричная,сл,61637151166
53005,Рязанская область,Кораблинский район,Малая Дмитриевка,д,61612408121
53016,Рязанская область,Скопинский район,Журавлиха,д,61644496161
53283,Рязанская область,Клепиковский район,Лаптево,д,61610472176
53322,Рязанская область,Александро-Невский район,Никоновка,д,61620445136
53340,Рязанская область,Кадомский район,Кадом,рп,61606151051
53343,Рязанская область,Шиловский район,Занино-Починки,с,61658445101
53461,Рязанская область,Спасский район,Новый Кудом,п,61646498181
53525,Рязанская область,Ермишинский район,Высокое,д,61602430166
53616,Рязанская область,Рыбновский район,Бараково,д,61627476126
53692,Рязанская область,Рыбновский район,Фурсово,д,61627408156
53693,Рязанская область,Рязанский район,Прудный,п,61634495111
53736,Рязанская область,Рыбновский район,Марково,д,61627424131
53743,Рязанская область,Кораблинский район,Наземное,д,61612408156
53774,Рязанская область,Пителинский район,Каменка,д,61623450146
53804,Рязанская область,Чучковский район,Александровка,д,61653440126
53932,Рязанская область,Касимовский район,Овчинники,д,61608459101
53935,Рязанская область,Михайловский район,Орловка,д,61617415226
54035,Рязанская область,Сасовский район,Усеиново,д,61642403141
54063,Рязанская область,Касимовский район,Баишево,д,61608462111
54322,Рязанская область,Кораблинский район,Серьзево,д,61612432126
54475,Рязанская область,Милославский район,2 Ферма,п,61615422121
54483,Рязанская область,Путятинский район,Летники,с,61626406111
54571,Рязанская область,Сараевский район,Отрада,п,61640403196
54588,Рязанская область,Старожиловский район,Бутырки,д,61648440116
54642,Рязанская область,Сасовский район,Шафторка,д,61642464166
54696,Рязанская область,Касимовский район,Даньково,с,61608439176
54790,Рязанская область,Сасовский район,Сасово,г,61710000001
54802,Рязанская область,Шацкий район,Шацк,г,61656101001
54848,Рязанская область,Шацкий район,Высокое,с,61656457106
54874,Рязанская область,Путятинский район,Унгор,с,61626424116
54910,Рязанская область,Шиловский район,Борки,с,61658475101
55103,Рязанская область,Александро-Невский район,Заря,п,61620460131
55153,Рязанская область,Шацкий район,Лесное Ялтуново,с,61656463111
55214,Рязанская область,Кораблинский район,Павловка,д,61612448176
55250,Рязанская область,Ухоловский район,Аксень,д,61650455131
55347,Рязанская область,Милославский район,Дубасово,д,61615428131
55366,Рязанская область,Сараевский район,Дубровка,д,61640448116
55380,Рязанская область,Клепиковский район,Криуша,с,61610454101
55403,Рязанская область,Пронский район,Воронки,п,61625440151
55473,Рязанская область,Ермишинский район,Даниловские Печи,п,61602435151
55474,Рязанская область,Касимовский район,Аниково,д,61608471111
55532,Рязанская область,Сараевский район,Кобяковка,д,61640403141
55588,Рязанская область,Чучковский район,Завидово,с,61653420101
55744,Рязанская область,Милославский район,Елизаветино,д,61615432121
55876,Рязанская область,Милославский район,Малые Подовеченские Выселки,д,61615412136
55928,Рязанская область,Спасский район,Ижевское,с,61646443101
55938,Рязанская область,Кораблинский район,Аманово,с,61612408176
55981,Рязанская область,Шиловский район,Александровка,д,61658436151
56123,Рязанская область,Рыбновский район,Большое Алешино,д,61627476121
56174,Рязанская область,Путятинский район,Волковое,д,61626424131
56203,Рязанская область,Ухоловский район,Соловачево,д,61650450116
56208,Рязанская область,Клепиковский район,Лунево,д,61610487291
56275,Рязанская область,Кадомский район,Пургасово,с,61606410126
56402,Рязанская область,Сараевский район,Малая Ягодинка,п,61640448156
56451,Рязанская область,Скопинский район,Говорово,п/ст,61644496196
56453,Рязанская область,Михайловский район,Митякино,д,61617415161
56460,Рязанская область,Кадомский район,Новое Пошатово,д,61606410171
56525,Рязанская область,Кораблинский район,Верхняя Ищередь,д,61612464156
56552,Рязанская область,Касимовский район,Темгенево,д,61608406136
56580,Рязанская область,Рыбновский район,Козловка,с,61627408141
56584,Рязанская область,Рязанский район,Ласково,с,61634436121
56618,Рязанская область,Ермишинский район,Новинки,д,61602425126
56633,Рязанская область,Клепиковский район,Егорово,д,61610451111
56642,Рязанская область,Кораблинский район,Гальцово,д,61612408151
56647,Рязанская область,Рязанский район,Павловка,д,61634475201
56688,Рязанская область,Касимовский район,Селизово,д,61608459136
56730,Рязанская область,Сараевский район,Красный Озерок,п,61640430156
56787,Рязанская область,Михайловский район,Николаевка,д,61617418216
56804,Рязанская область,Спасский район,Урицкое,д,61646434131
56834,Рязанская область,Ряжский район,Малая Алешня,д,61630405156
56918,Рязанская область,Касимовский район,Чарус,с,61608433111
56944,Рязанская область,Скопинский район,Успенское,с,61644488101
57001,Рязанская область,Клепиковский район,Уткино,д,61610421101
57023,Рязанская область,Сараевский район,Ново-Никольский,п,61640472156
57162,Рязанская область,Старожиловский район,Епихино,д,61648420141
57247,Рязанская область,Пронский район,Ржавск,д,61625455171
57274,Рязанская область,Сараевский район,Малютино,п,61640430166
57321,Рязанская область,Михайловский район,Малое Свистово,д,61617460116
57348,Рязанская область,Милославский район,Сандыри,д,61615412151
57365,Рязанская область,Рыбновский район,Горяйново,с,61627406131
57448,Рязанская область,Сараевский район,Ламино,с,61640424111
